Country,IP Address,Timestamp,URL,Browser Type,Referral URL
Japan,198.51.100.11,22:51:27,/rowing.html,Internet Explorer,Facebook
Israel,203.0.113.10,22:50:58,/handball.html,Mozilla Firefox,Google Search
Lebanon,198.51.100.12,06:57:53,/tabletennis.html,Opera,Facebook
Philippines,203.0.113.15,20:11:12,/football.html,Microsoft Edge,Google Search
Argentina,203.0.113.2,19:14:44,/karate.html,Mozilla Firefox,LinkedIn
Poland,192.0.2.15,11:44:17,/gymnastics.html,Mozilla Firefox,Facebook
Nigeria,203.0.113.14,19:25:39,/shooting.html,Microsoft Edge,Twitter
Nepal,203.0.113.13,23:09:31,/volleyball.html,Internet Explorer,Twitter
Indonesia,198.51.100.9,19:43:04,/gymnastics.html,Opera,Twitter
France,203.0.113.7,05:45:19,/sailing.html,Safari,Facebook
Australia,192.0.2.2,06:56:14,/olympics.html,Microsoft Edge,Facebook
Germany,192.0.2.7,17:04:23,/diving.html,Opera,Facebook
Mexico,192.0.2.12,07:48:25,/gymnastics.html,Mozilla Firefox,Facebook
Afghanistan,198.51.100.1,13:38:47,/index.html,Safari,Facebook
Australia,192.0.2.2,08:14:54,/volleyball.html,Microsoft Edge,Twitter
Hungary,203.0.113.8,20:04:18,/fencing.html,Opera,Facebook
China,198.51.100.5,16:05:00,/tennis.html,Microsoft Edge,Facebook
Austria,198.51.100.3,09:27:18,/boxing.html,Safari,Twitter
Bangladesh,203.0.113.3,07:23:31,/football.html,Opera,Facebook
India,192.0.2.8,02:25:44,/index.html,Safari,Google Search
Denmark,203.0.113.6,17:22:14,/karate.html,Mozilla Firefox,Facebook
Russia,192.0.2.16,20:20:20,/gymnastics.html,Google Chrome,Google Search
Mexico,192.0.2.12,03:04:05,/volleyball.html,Opera,Google Search
Argentina,203.0.113.2,06:07:51,/index.html,Safari,Facebook
Morocco,198.51.100.13,17:33:33,/handball.html,Safari,Facebook
Morocco,198.51.100.13,19:09:49,/gymnastics.html,Opera,Twitter
Kenya,203.0.113.11,03:56:23,/rowing.html,Opera,Facebook
Australia,192.0.2.2,09:11:03,/sailing.html,Mozilla Firefox,Facebook
Algeria,192.0.2.1,19:40:37,/handball.html,Microsoft Edge,Twitter
Israel,203.0.113.10,20:27:53,/swimming.html,Internet Explorer,Google Search
Israel,203.0.113.10,16:01:13,/gymnastics.html,Mozilla Firefox,Facebook
Netherlands,192.0.2.13,18:50:13,/archery.html,Mozilla Firefox,Facebook
Pakistan,198.51.100.15,15:28:27,/tennis.html,Mozilla Firefox,LinkedIn
Israel,203.0.113.10,16:53:18,/handball.html,Opera,Facebook
Portugal,198.51.100.16,23:45:32,/football.html,Google Chrome,Facebook
Nepal,203.0.113.13,03:33:43,/tabletennis.html,Microsoft Edge,Twitter
South Africa,192.0.2.17,09:09:22,/index.html,Microsoft Edge,LinkedIn
Colombia,203.0.113.5,12:44:09,/swimming.html,Google Chrome,Twitter
Finland,198.51.100.7,05:02:59,/judo.html,Microsoft Edge,Facebook
Italy,192.0.2.10,20:23:08,/index.html,Opera,LinkedIn
Greece,198.51.100.8,01:32:13,/judo.html,Internet Explorer,Facebook
Bangladesh,203.0.113.3,03:29:40,/gymnastics.html,Mozilla Firefox,Twitter
Bangladesh,203.0.113.3,12:57:10,/trackandfield.html,Google Chrome,Twitter
Greece,198.51.100.8,16:06:54,/trackandfield.html,Mozilla Firefox,Facebook
Lebanon,198.51.100.12,04:44:20,/judo.html,Google Chrome,Facebook
Hungary,203.0.113.8,01:09:14,/images/games.jpg,Internet Explorer,Twitter
Angola,198.51.100.2,14:51:39,/equestrian.html,Microsoft Edge,Facebook
Netherlands,192.0.2.13,15:59:42,/diving.html,Internet Explorer,Twitter
Belgium,192.0.2.3,06:39:22,/swimming.html,Microsoft Edge,Facebook
Afghanistan,198.51.100.1,23:48:42,/karate.html,Mozilla Firefox,Twitter
Angola,198.51.100.2,02:55:40,/tabletennis.html,Mozilla Firefox,Facebook
Iran,203.0.113.9,13:51:13,/basketball.html,Mozilla Firefox,Facebook
Denmark,203.0.113.6,02:24:16,/volleyball.html,Google Chrome,Facebook
Belgium,192.0.2.3,14:07:07,/images/games.jpg,Google Chrome,Twitter
Belgium,192.0.2.3,15:18:26,/shooting.html,Mozilla Firefox,Facebook
Czech Republic,198.51.100.6,10:55:02,/shooting.html,Google Chrome,Facebook
Brazil,198.51.100.4,00:23:06,/Triathalon.html,Internet Explorer,Facebook
Brazil,198.51.100.4,10:24:40,/karate.html,Microsoft Edge,Facebook
Argentina,203.0.113.2,21:29:24,/index.html,Mozilla Firefox,Twitter
Nepal,203.0.113.13,16:12:17,/basketball.html,Mozilla Firefox,Facebook
Argentina,203.0.113.2,04:57:44,/index.html,Google Chrome,Google Search
Belgium,192.0.2.3,11:24:20,/swimming.html,Microsoft Edge,Facebook
Germany,192.0.2.7,08:02:54,/Triathalon.html,Mozilla Firefox,Facebook
Germany,192.0.2.7,19:44:52,/Triathalon.html,Internet Explorer,Twitter
Bangladesh,203.0.113.3,01:26:50,/diving.html,Safari,Facebook
Australia,192.0.2.2,23:37:28,/swimming.html,Google Chrome,Facebook
Bangladesh,203.0.113.3,03:53:28,/images/games.jpg,Mozilla Firefox,Facebook
Israel,203.0.113.10,18:18:16,/tabletennis.html,Microsoft Edge,Facebook
Albania,203.0.113.1,13:55:14,/equestrian.html,Google Chrome,Twitter
Argentina,203.0.113.2,21:57:57,/equestrian.html,Mozilla Firefox,Facebook
Ireland,198.51.100.10,20:41:57,/archery.html,Microsoft Edge,Twitter
Ireland,198.51.100.10,20:21:12,/sailing.html,Safari,Twitter
Albania,203.0.113.1,22:12:21,/karate.html,Microsoft Edge,Facebook
Angola,198.51.100.2,04:28:17,/judo.html,Safari,Twitter
Malaysia,203.0.113.12,15:07:09,/football.html,Google Chrome,Twitter
Philippines,203.0.113.15,04:25:11,/judo.html,Google Chrome,Twitter
Poland,192.0.2.15,15:50:35,/archery.html,Google Chrome,LinkedIn
Singapore,203.0.113.17,15:10:54,/basketball.html,Internet Explorer,LinkedIn
Saudi Arabia,198.51.100.17,11:23:22,/weightlifting.html,Microsoft Edge,Google Search
Albania,203.0.113.1,07:28:45,/volleyball.html,Opera,Facebook
Japan,198.51.100.11,06:25:30,/volleyball.html,Opera,Twitter
Argentina,203.0.113.2,18:14:39,/images/games.jpg,Google Chrome,Twitter
Cuba,192.0.2.5,11:08:30,/olympics.html,Safari,Facebook
Ireland,198.51.100.10,00:35:16,/volleyball.html,Internet Explorer,Facebook
Nigeria,203.0.113.14,14:53:23,/diving.html,Mozilla Firefox,Twitter
Nepal,203.0.113.13,19:06:35,/equestrian.html,Google Chrome,Facebook
Italy,192.0.2.10,03:02:42,/basketball.html,Microsoft Edge,Twitter
Japan,198.51.100.11,06:53:53,/tennis.html,Microsoft Edge,Facebook
France,203.0.113.7,02:03:06,/volleyball.html,Microsoft Edge,Facebook
Lebanon,198.51.100.12,18:14:05,/tabletennis.html,Safari,Twitter
Singapore,203.0.113.17,22:40:19,/shooting.html,Google Chrome,Facebook
Indonesia,198.51.100.9,17:07:01,/index.html,Microsoft Edge,Twitter
Finland,198.51.100.7,11:05:34,/judo.html,Safari,Google Search
Belgium,192.0.2.3,20:57:55,/fencing.html,Mozilla Firefox,Facebook
Greece,198.51.100.8,05:24:19,/basketball.html,Microsoft Edge,Facebook
Angola,198.51.100.2,08:19:37,/gymnastics.html,Safari,Twitter
Afghanistan,198.51.100.1,12:56:23,/index.html,Safari,Twitter
Romania,203.0.113.16,18:27:36,/handball.html,Internet Explorer,Facebook
Iraq,192.0.2.9,09:54:04,/boxing.html,Mozilla Firefox,Facebook
Germany,192.0.2.7,04:11:23,/judo.html,Mozilla Firefox,Google Search
Greece,198.51.100.8,02:57:46,/archery.html,Mozilla Firefox,Twitter
South Korea,192.0.2.11,18:11:17,/rowing.html,Opera,Facebook
Germany,192.0.2.7,02:21:00,/tennis.html,Google Chrome,Twitter
Russia,192.0.2.16,08:49:02,/index.html,Safari,Facebook
Netherlands,192.0.2.13,14:33:56,/olympics.html,Microsoft Edge,LinkedIn
Cuba,192.0.2.5,18:41:39,/images/games.jpg,Microsoft Edge,Facebook
Morocco,198.51.100.13,15:50:32,/tennis.html,Mozilla Firefox,Google Search
Italy,192.0.2.10,19:37:33,/index.html,Safari,Twitter
Italy,192.0.2.10,05:03:03,/olympics.html,Google Chrome,Twitter
Australia,192.0.2.2,06:21:00,/index.html,Safari,Facebook
Greece,198.51.100.8,03:47:15,/boxing.html,Microsoft Edge,Twitter
Norway,192.0.2.14,07:10:25,/tabletennis.html,Opera,Facebook
Finland,198.51.100.7,04:10:54,/images/games.jpg,Internet Explorer,Twitter
Romania,203.0.113.16,00:11:46,/diving.html,Internet Explorer,Facebook
South Africa,192.0.2.17,05:52:26,/images/games.jpg,Safari,Twitter
Kenya,203.0.113.11,15:20:29,/searchsports.php,Opera,Facebook
France,203.0.113.7,07:03:34,/images/games.jpg,Microsoft Edge,Facebook
Kenya,203.0.113.11,22:04:05,/searchsports.php,Microsoft Edge,Twitter
Poland,192.0.2.15,01:49:11,/basketball.html,Mozilla Firefox,Facebook
Pakistan,198.51.100.15,07:37:35,/weightlifting.html,Google Chrome,Facebook
Pakistan,198.51.100.15,14:38:01,/swimming.html,Safari,LinkedIn
Hungary,203.0.113.8,11:37:20,/football.html,Safari,LinkedIn
Romania,203.0.113.16,11:03:07,/trackandfield.html,Google Chrome,Facebook
Russia,192.0.2.16,00:02:45,/judo.html,Safari,Facebook
Russia,192.0.2.16,05:14:22,/basketball.html,Internet Explorer,Facebook
Bangladesh,203.0.113.3,19:21:25,/basketball.html,Safari,Facebook
Czech Republic,198.51.100.6,09:42:43,/gymnastics.html,Internet Explorer,LinkedIn
India,192.0.2.8,22:36:10,/basketball.html,Internet Explorer,Twitter
Iraq,192.0.2.9,09:35:02,/olympics.html,Internet Explorer,Facebook
South Africa,192.0.2.17,19:24:44,/equestrian.html,Opera,Facebook
Indonesia,198.51.100.9,05:28:37,/swimming.html,Google Chrome,Facebook
Iraq,192.0.2.9,19:37:15,/rowing.html,Mozilla Firefox,Facebook
Egypt,192.0.2.6,03:44:11,/handball.html,Microsoft Edge,LinkedIn
Singapore,203.0.113.17,05:50:37,/tennis.html,Safari,Twitter
Malaysia,203.0.113.12,23:25:13,/football.html,Internet Explorer,Twitter
Nigeria,203.0.113.14,15:31:44,/sailing.html,Microsoft Edge,Google Search
Israel,203.0.113.10,18:37:51,/index.html,Opera,Twitter
Kenya,203.0.113.11,15:12:03,/olympics.html,Mozilla Firefox,LinkedIn
Indonesia,198.51.100.9,12:22:14,/boxing.html,Microsoft Edge,Facebook
Poland,192.0.2.15,15:58:47,/rowing.html,Safari,LinkedIn
China,198.51.100.5,11:49:15,/judo.html,Google Chrome,Google Search
Czech Republic,198.51.100.6,04:58:07,/trackandfield.html,Microsoft Edge,LinkedIn
Belgium,192.0.2.3,10:44:18,/swimming.html,Microsoft Edge,Facebook
Brazil,198.51.100.4,08:57:30,/equestrian.html,Microsoft Edge,LinkedIn
South Korea,192.0.2.11,15:58:40,/gymnastics.html,Opera,Twitter
India,192.0.2.8,04:45:35,/equestrian.html,Opera,Twitter
Japan,198.51.100.11,02:48:28,/searchsports.php,Google Chrome,Facebook
Canada,203.0.113.4,07:56:01,/tabletennis.html,Microsoft Edge,Facebook
Netherlands,192.0.2.13,08:06:50,/shooting.html,Safari,Twitter
India,192.0.2.8,03:24:49,/images/games.jpg,Safari,Facebook
Norway,192.0.2.14,11:38:46,/basketball.html,Microsoft Edge,Twitter
Canada,203.0.113.4,06:19:00,/karate.html,Safari,LinkedIn
New Zealand,198.51.100.14,22:30:48,/basketball.html,Safari,Facebook
Pakistan,198.51.100.15,14:03:25,/boxing.html,Google Chrome,Facebook
Netherlands,192.0.2.13,11:18:54,/tennis.html,Microsoft Edge,Google Search
South Africa,192.0.2.17,20:10:29,/karate.html,Internet Explorer,Facebook
Mexico,192.0.2.12,23:01:19,/football.html,Google Chrome,Facebook
Japan,198.51.100.11,04:14:29,/equestrian.html,Internet Explorer,Twitter
Denmark,203.0.113.6,19:24:05,/equestrian.html,Mozilla Firefox,Facebook
South Africa,192.0.2.17,03:39:07,/handball.html,Google Chrome,Twitter
Norway,192.0.2.14,20:21:49,/tennis.html,Mozilla Firefox,Facebook
Angola,198.51.100.2,08:13:20,/images/games.jpg,Mozilla Firefox,Facebook
Bangladesh,203.0.113.3,02:26:45,/Triathalon.html,Microsoft Edge,Facebook
Romania,203.0.113.16,04:01:41,/shooting.html,Microsoft Edge,Twitter
Netherlands,192.0.2.13,06:21:18,/tennis.html,Mozilla Firefox,Facebook
Finland,198.51.100.7,11:19:54,/Triathalon.html,Safari,Twitter
Australia,192.0.2.2,02:41:35,/Triathalon.html,Mozilla Firefox,Facebook
Czech Republic,198.51.100.6,17:00:11,/tabletennis.html,Opera,Facebook
Chile,192.0.2.4,02:40:31,/volleyball.html,Mozilla Firefox,Google Search
Finland,198.51.100.7,08:57:24,/weightlifting.html,Opera,Twitter
Cuba,192.0.2.5,00:55:20,/index.html,Microsoft Edge,Twitter
Ireland,198.51.100.10,09:56:05,/sailing.html,Internet Explorer,Facebook
Argentina,203.0.113.2,19:06:50,/karate.html,Internet Explorer,Twitter
Greece,198.51.100.8,17:34:24,/trackandfield.html,Mozilla Firefox,Facebook
Greece,198.51.100.8,14:05:20,/sailing.html,Safari,Twitter
Czech Republic,198.51.100.6,01:35:04,/gymnastics.html,Mozilla Firefox,Facebook
Japan,198.51.100.11,08:30:02,/index.html,Microsoft Edge,Facebook
Egypt,192.0.2.6,21:39:12,/index.html,Mozilla Firefox,Twitter
Japan,198.51.100.11,22:46:57,/searchsports.php,Mozilla Firefox,LinkedIn
India,192.0.2.8,22:35:44,/tennis.html,Internet Explorer,Twitter
Lebanon,198.51.100.12,11:07:23,/shooting.html,Safari,Facebook
Germany,192.0.2.7,14:33:00,/tennis.html,Mozilla Firefox,Facebook
China,198.51.100.5,06:10:19,/fencing.html,Internet Explorer,Facebook
Indonesia,198.51.100.9,12:38:50,/Triathalon.html,Microsoft Edge,Facebook
Finland,198.51.100.7,15:38:06,/handball.html,Google Chrome,Facebook
Ireland,198.51.100.10,09:58:58,/sailing.html,Mozilla Firefox,LinkedIn
Norway,192.0.2.14,01:11:41,/searchsports.php,Safari,Facebook
New Zealand,198.51.100.14,00:11:30,/weightlifting.html,Internet Explorer,Twitter
Argentina,203.0.113.2,03:25:49,/index.html,Mozilla Firefox,Facebook
Denmark,203.0.113.6,03:00:39,/images/games.jpg,Mozilla Firefox,Twitter
Belgium,192.0.2.3,03:58:35,/swimming.html,Safari,Twitter
Chile,192.0.2.4,09:46:00,/shooting.html,Google Chrome,Twitter
Japan,198.51.100.11,06:24:52,/images/games.jpg,Opera,Facebook
Bangladesh,203.0.113.3,04:53:08,/archery.html,Safari,Twitter
Kenya,203.0.113.11,13:20:15,/swimming.html,Internet Explorer,Facebook
China,198.51.100.5,02:52:29,/gymnastics.html,Google Chrome,Google Search
Iran,203.0.113.9,23:53:57,/boxing.html,Safari,Facebook
China,198.51.100.5,12:08:04,/searchsports.php,Mozilla Firefox,Facebook
Morocco,198.51.100.13,17:51:56,/index.html,Opera,Twitter
Algeria,192.0.2.1,08:56:26,/weightlifting.html,Google Chrome,Twitter
South Africa,192.0.2.17,00:17:19,/fencing.html,Safari,LinkedIn
France,203.0.113.7,12:49:09,/football.html,Mozilla Firefox,Twitter
Colombia,203.0.113.5,05:39:23,/judo.html,Mozilla Firefox,Facebook
Chile,192.0.2.4,21:54:18,/olympics.html,Internet Explorer,Twitter
Bangladesh,203.0.113.3,06:12:50,/tennis.html,Opera,LinkedIn
Japan,198.51.100.11,20:25:26,/index.html,Safari,Twitter
Australia,192.0.2.2,00:26:27,/gymnastics.html,Google Chrome,Twitter
Japan,198.51.100.11,00:06:18,/index.html,Opera,Facebook
Nepal,203.0.113.13,11:43:32,/Triathalon.html,Opera,Twitter
Chile,192.0.2.4,09:49:37,/archery.html,Opera,Facebook
India,192.0.2.8,07:23:00,/index.html,Mozilla Firefox,Twitter
Australia,192.0.2.2,04:07:03,/equestrian.html,Internet Explorer,Facebook
Pakistan,198.51.100.15,13:16:12,/boxing.html,Google Chrome,Facebook
Portugal,198.51.100.16,08:27:19,/tennis.html,Internet Explorer,Google Search
Netherlands,192.0.2.13,22:38:59,/images/games.jpg,Internet Explorer,Twitter
Austria,198.51.100.3,07:22:04,/sailing.html,Safari,Facebook
Austria,198.51.100.3,15:40:25,/searchsports.php,Mozilla Firefox,Facebook
Austria,198.51.100.3,20:47:38,/karate.html,Opera,Facebook
Argentina,203.0.113.2,22:20:45,/searchsports.php,Internet Explorer,Facebook
New Zealand,198.51.100.14,12:45:32,/searchsports.php,Mozilla Firefox,Facebook
Hungary,203.0.113.8,06:52:08,/index.html,Google Chrome,Twitter
Romania,203.0.113.16,07:07:37,/fencing.html,Microsoft Edge,Facebook
Nepal,203.0.113.13,02:01:21,/sailing.html,Internet Explorer,Facebook
Indonesia,198.51.100.9,16:06:06,/diving.html,Safari,Google Search
Singapore,203.0.113.17,23:28:12,/sailing.html,Opera,Twitter
Albania,203.0.113.1,15:49:43,/tabletennis.html,Safari,Twitter
South Africa,192.0.2.17,02:34:39,/index.html,Opera,Twitter
Finland,198.51.100.7,18:26:05,/rowing.html,Microsoft Edge,Twitter
New Zealand,198.51.100.14,04:06:22,/tabletennis.html,Mozilla Firefox,Twitter
Hungary,203.0.113.8,19:59:42,/rowing.html,Safari,Facebook
Afghanistan,198.51.100.1,19:00:12,/rowing.html,Internet Explorer,Facebook
Chile,192.0.2.4,18:28:38,/football.html,Mozilla Firefox,Facebook
Philippines,203.0.113.15,08:44:17,/karate.html,Mozilla Firefox,Facebook
Indonesia,198.51.100.9,11:46:43,/football.html,Microsoft Edge,Facebook
South Africa,192.0.2.17,05:31:53,/searchsports.php,Opera,Facebook
Nigeria,203.0.113.14,08:04:01,/handball.html,Google Chrome,Facebook
Philippines,203.0.113.15,06:47:43,/football.html,Microsoft Edge,Twitter
Afghanistan,198.51.100.1,08:58:06,/rowing.html,Microsoft Edge,LinkedIn
South Korea,192.0.2.11,00:06:27,/swimming.html,Internet Explorer,Facebook
South Korea,192.0.2.11,14:40:20,/archery.html,Mozilla Firefox,Twitter
Finland,198.51.100.7,07:26:56,/Triathalon.html,Google Chrome,Twitter
Denmark,203.0.113.6,14:09:37,/tennis.html,Google Chrome,Twitter
Mexico,192.0.2.12,16:35:48,/football.html,Google Chrome,Facebook
Netherlands,192.0.2.13,05:12:05,/index.html,Google Chrome,Twitter
Morocco,198.51.100.13,08:30:10,/judo.html,Internet Explorer,Twitter
Albania,203.0.113.1,06:10:26,/fencing.html,Safari,Facebook
Nepal,203.0.113.13,22:31:45,/trackandfield.html,Internet Explorer,LinkedIn
Canada,203.0.113.4,11:22:43,/olympics.html,Internet Explorer,Facebook
Austria,198.51.100.3,23:57:44,/rowing.html,Microsoft Edge,Facebook
Angola,198.51.100.2,15:54:37,/equestrian.html,Internet Explorer,LinkedIn
Austria,198.51.100.3,15:59:41,/archery.html,Opera,Google Search
Czech Republic,198.51.100.6,10:13:33,/football.html,Microsoft Edge,Twitter
Romania,203.0.113.16,10:08:08,/fencing.html,Google Chrome,Google Search
Iran,203.0.113.9,08:59:43,/trackandfield.html,Google Chrome,Facebook
Poland,192.0.2.15,21:29:07,/football.html,Mozilla Firefox,Facebook
Singapore,203.0.113.17,07:23:07,/index.html,Microsoft Edge,Facebook
Singapore,203.0.113.17,10:59:47,/rowing.html,Safari,Facebook
Czech Republic,198.51.100.6,22:56:50,/index.html,Microsoft Edge,LinkedIn
Greece,198.51.100.8,19:52:37,/rowing.html,Microsoft Edge,Google Search
Israel,203.0.113.10,09:44:54,/olympics.html,Internet Explorer,Twitter
Kenya,203.0.113.11,04:46:26,/fencing.html,Opera,Twitter
Indonesia,198.51.100.9,03:31:46,/archery.html,Safari,Google Search
Pakistan,198.51.100.15,07:31:12,/weightlifting.html,Microsoft Edge,Facebook
Chile,192.0.2.4,13:07:17,/sailing.html,Google Chrome,Twitter
Argentina,203.0.113.2,18:02:53,/searchsports.php,Microsoft Edge,Twitter
Kenya,203.0.113.11,05:48:17,/judo.html,Microsoft Edge,Facebook
Mexico,192.0.2.12,18:30:01,/shooting.html,Microsoft Edge,Facebook
Austria,198.51.100.3,20:27:27,/equestrian.html,Opera,Facebook
Finland,198.51.100.7,00:58:32,/karate.html,Mozilla Firefox,Google Search
Iraq,192.0.2.9,14:34:20,/rowing.html,Microsoft Edge,Facebook
India,192.0.2.8,02:21:11,/tabletennis.html,Safari,Twitter
Nepal,203.0.113.13,11:43:24,/rowing.html,Microsoft Edge,Twitter
Lebanon,198.51.100.12,21:45:51,/tennis.html,Safari,Facebook
Greece,198.51.100.8,15:59:21,/equestrian.html,Microsoft Edge,Facebook
Italy,192.0.2.10,11:46:28,/equestrian.html,Safari,Twitter
Canada,203.0.113.4,00:28:31,/shooting.html,Microsoft Edge,Facebook
South Africa,192.0.2.17,03:20:30,/equestrian.html,Microsoft Edge,Google Search
Poland,192.0.2.15,22:14:21,/index.html,Mozilla Firefox,Facebook
Japan,198.51.100.11,22:59:17,/sailing.html,Mozilla Firefox,Facebook
Australia,192.0.2.2,18:43:13,/swimming.html,Safari,Facebook
China,198.51.100.5,22:05:27,/weightlifting.html,Safari,Facebook
South Africa,192.0.2.17,15:36:15,/sailing.html,Google Chrome,Facebook
Czech Republic,198.51.100.6,01:30:28,/volleyball.html,Safari,Twitter
Italy,192.0.2.10,08:43:48,/index.html,Microsoft Edge,LinkedIn
Iraq,192.0.2.9,06:57:55,/weightlifting.html,Internet Explorer,Facebook
Romania,203.0.113.16,03:43:15,/volleyball.html,Opera,LinkedIn
Norway,192.0.2.14,02:53:43,/index.html,Google Chrome,Twitter
Nigeria,203.0.113.14,15:31:04,/gymnastics.html,Safari,Twitter
Poland,192.0.2.15,23:40:40,/tabletennis.html,Internet Explorer,LinkedIn
Bangladesh,203.0.113.3,18:11:22,/handball.html,Google Chrome,Facebook
Israel,203.0.113.10,05:10:45,/rowing.html,Safari,Twitter
Nigeria,203.0.113.14,04:54:04,/basketball.html,Opera,Twitter
Romania,203.0.113.16,21:39:14,/gymnastics.html,Mozilla Firefox,Twitter
Egypt,192.0.2.6,07:53:11,/boxing.html,Opera,Twitter
Afghanistan,198.51.100.1,15:00:24,/index.html,Microsoft Edge,Twitter
Bangladesh,203.0.113.3,15:14:21,/volleyball.html,Google Chrome,Twitter
South Korea,192.0.2.11,13:30:27,/sailing.html,Internet Explorer,Twitter
China,198.51.100.5,12:58:49,/gymnastics.html,Internet Explorer,Facebook
Greece,198.51.100.8,17:18:43,/searchsports.php,Microsoft Edge,Twitter
